p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
MRVI1	4.48704135196313e-65	0.720991135303749	0.254	0.106	6.75524075538049e-61	SMC	MRVI1
COL6A22	6.32710956156914e-65	0.789037334017459	0.489	0.295	9.52546344494235e-61	SMC	COL6A2
MT-ND41	6.51321025415276e-65	0.754933697316582	0.833	0.746	9.80563803762699e-61	SMC	MT-ND4
MYH91	1.06983477661906e-64	0.756190337785273	0.666	0.506	1.61063625619999e-60	SMC	MYH9
JUNB1	3.35585118350137e-64	1.0664104602451	0.442	0.264	5.05223395676132e-60	SMC	JUNB
PDLIM7	5.83563790291431e-64	0.813716875084137	0.31	0.15	8.78555286283749e-60	SMC	PDLIM7
NDUFA4	7.35175678736309e-64	0.792159247636905	0.255	0.108	1.10680698433751e-59	SMC	NDUFA4
MT-ND21	1.20572758006775e-63	0.812748712235901	0.71	0.575	1.81522287179199e-59	SMC	MT-ND2
ARHGAP171	3.81269823522397e-62	0.904098298009523	0.483	0.308	5.74001719312969e-58	SMC	ARHGAP17
TLN11	1.6364099479778e-61	0.805690778978042	0.374	0.208	2.46361517668058e-57	SMC	TLN1
GUCY1B11	1.89436532838273e-61	0.575980594398495	0.323	0.149	2.8519670018802e-57	SMC	GUCY1B1
ARHGEF171	5.73015503170503e-61	0.688703804949069	0.414	0.226	8.62674840023193e-57	SMC	ARHGEF17
DLC11	1.34031176860092e-60	0.487787767214365	0.819	0.642	2.01783936762869e-56	SMC	DLC1
MPRIP1	2.05593863390258e-60	0.729692931514041	0.615	0.458	3.09521561334034e-56	SMC	MPRIP
TIMP3	4.91617271925284e-60	0.885256366378443	0.74	0.624	7.40129802883516e-56	SMC	TIMP3
ACTN41	2.03496869643258e-58	0.926322186082313	0.625	0.495	3.06364537247925e-54	SMC	ACTN4
SORT11	3.93275309812558e-58	0.891805893911347	0.634	0.493	5.92075978922807e-54	SMC	SORT1
EHD21	1.26230906104151e-57	0.717063434267015	0.343	0.178	1.90040629139799e-53	SMC	EHD2
GADD45B1	2.90247014274423e-57	0.842681535782638	0.371	0.204	4.36966879990144e-53	SMC	GADD45B
ARHGAP62	3.92173667232759e-56	0.792955160816114	0.548	0.349	5.90417456018919e-52	SMC	ARHGAP6
SPECC11	3.94114613560923e-56	0.633942447012519	0.388	0.205	5.9333955071597e-52	SMC	SPECC1
DOCK3	5.09403746154888e-56	0.832705755610742	0.28	0.133	7.66907339836184e-52	SMC	DOCK3
PDE4DIP	6.97383862669728e-55	0.831748347271198	0.382	0.219	1.04991140524928e-50	SMC	PDE4DIP
MT-ATP61	4.42967488454401e-54	0.525454093347769	0.896	0.817	6.66887553868101e-50	SMC	MT-ATP6
UTRN1	8.02361504754888e-54	0.582527539763932	0.858	0.819	1.20795524540848e-49	SMC	UTRN
SSBP21	2.64731333176579e-53	0.890076345050493	0.719	0.657	3.9855302209734e-49	SMC	SSBP2
NHS1	3.68051892498509e-53	1.0057584729283	0.491	0.322	5.54102124156506e-49	SMC	NHS
MT-ND31	4.46511290090257e-53	0.573766636745267	0.803	0.678	6.72222747230883e-49	SMC	MT-ND3
RPLP11	4.59471245186018e-53	0.996495752610599	0.423	0.27	6.9173395962755e-49	SMC	RPLP1
SLC6A171	8.50930945262779e-53	0.370369381247123	0.26	0.113	1.28107653809311e-48	SMC	SLC6A17
ABHD21	1.73720349778506e-52	0.768626647487637	0.436	0.272	2.61535986591541e-48	SMC	ABHD2
ACTG11	1.91577799798895e-51	0.871857911625063	0.544	0.39	2.88420377597237e-47	SMC	ACTG1
SYNM1	2.273842849813e-50	0.637358059106413	0.31	0.158	3.42327041039348e-46	SMC	SYNM
FTH11	2.32053274179802e-50	0.925131525388117	0.637	0.512	3.49356204277692e-46	SMC	FTH1
ADAMTS92	7.61369945348801e-50	1.24193172968762	0.514	0.354	1.14624245272262e-45	SMC	ADAMTS9
NUDT41	1.4244627446858e-49	0.710142580763446	0.365	0.201	2.14452866212447e-45	SMC	NUDT4
MAML3	2.34159149596777e-49	1.0092872171833	0.462	0.302	3.52526599717947e-45	SMC	MAML3
MAP3K20	3.64807420379608e-49	0.768529242822755	0.605	0.482	5.492175713815e-45	SMC	MAP3K20
MT-CYB1	4.89177227883381e-49	0.53347229760051	0.843	0.741	7.3645631657843e-45	SMC	MT-CYB
TMTC1	5.08681814924869e-49	0.767954289948099	0.664	0.51	7.6582047236939e-45	SMC	TMTC1
PDE5A1	7.34563084819905e-48	0.689429782572991	0.522	0.358	1.10588472419637e-43	SMC	PDE5A
MAP3K51	1.0499229901845e-47	0.904409450114968	0.527	0.374	1.58065906172277e-43	SMC	MAP3K5
CNTN41	4.71243243062253e-47	0.785227471557348	0.41	0.242	7.09456702430222e-43	SMC	CNTN4
TOB1	8.08207143983137e-47	0.711981320297231	0.251	0.122	1.21675585526661e-42	SMC	TOB1
WDR1	1.0933782666897e-46	0.691666925118171	0.299	0.161	1.64608098050135e-42	SMC	WDR1
OLFML2A	1.20266711873319e-46	0.63058012918091	0.255	0.124	1.81061534725281e-42	SMC	OLFML2A
ADCY91	6.58264615801803e-45	0.761575421027878	0.45	0.301	9.91017379089615e-41	SMC	ADCY9
RPL81	3.26890647504738e-44	0.819582412883507	0.369	0.228	4.92133869818382e-40	SMC	RPL8
ROCK11	8.25830946399607e-44	0.679741261892032	0.64	0.544	1.24328848980461e-39	SMC	ROCK1
CAV2	8.78800617780479e-44	0.571636842205589	0.293	0.155	1.32303433006851e-39	SMC	CAV2
ATP1B1	2.23844706505536e-43	0.585408054467465	0.295	0.154	3.36998205644085e-39	SMC	ATP1B1
DST1	1.0077014172266e-42	0.460051225674571	0.72	0.56	1.51709448363465e-38	SMC	DST
SUN2	1.53164871218141e-42	0.651127147726637	0.301	0.166	2.30589713618911e-38	SMC	SUN2
OAZ2	1.92430697467962e-42	0.607833038523623	0.253	0.129	2.89704415038016e-38	SMC	OAZ2
POU6F21	2.87345769644345e-42	0.574326581927576	0.266	0.133	4.32599056199562e-38	SMC	POU6F2
NDUFA4L21	2.93041230825307e-42	0.466079270184049	0.364	0.199	4.411735730075e-38	SMC	NDUFA4L2
SMOC21	5.77038920567136e-42	0.727968705016145	0.326	0.18	8.68732094913823e-38	SMC	SMOC2
APOO1	7.25695289981893e-42	0.892237405460557	0.421	0.284	1.09253425906774e-37	SMC	APOO
RPS141	1.71912283296197e-41	0.728764821935294	0.328	0.192	2.58813942502425e-37	SMC	RPS14
ENTPD11	2.17138357717876e-41	0.625249772604712	0.276	0.143	3.26901797544263e-37	SMC	ENTPD1
SLC44A2	2.54265535159741e-41	0.613488749374071	0.273	0.144	3.8279676318299e-37	SMC	SLC44A2
FOS	7.34195602707301e-41	1.1069028059075	0.314	0.184	1.10533147987584e-36	SMC	FOS
JUND1	1.02900745554648e-40	0.731227875122969	0.512	0.373	1.54917072432522e-36	SMC	JUND
ARHGAP441	1.70003211458559e-40	0.680760269711978	0.267	0.14	2.55939834850861e-36	SMC	ARHGAP44
GJC11	1.76932648691106e-40	0.384417931886797	0.37	0.201	2.6637210260446e-36	SMC	GJC1
THRB1	1.09299025215377e-39	0.672449315801317	0.355	0.208	1.64549682461751e-35	SMC	THRB
CBL1	1.35807264270244e-39	0.746687934546248	0.364	0.227	2.04457836358853e-35	SMC	CBL
RPL4	5.40556134577726e-39	0.649929783766214	0.257	0.136	8.13807260606767e-35	SMC	RPL4
TIMP1	1.15203386731948e-38	0.834928770508489	0.295	0.166	1.73438698724948e-34	SMC	TIMP1
FAM107B	1.2088841318077e-38	0.996536139843049	0.251	0.134	1.81997506043649e-34	SMC	FAM107B
MYO1E1	6.34331442330504e-38	0.642428489182834	0.485	0.327	9.54985986428574e-34	SMC	MYO1E
LMNA1	1.01294133989812e-37	0.6508376523991	0.369	0.236	1.52498318721662e-33	SMC	LMNA
EEF1A11	1.27431597043756e-37	0.900930134379009	0.483	0.366	1.91848269349374e-33	SMC	EEF1A1
L3MBTL41	1.34851945387274e-37	0.683603787301927	0.432	0.285	2.03019603780541e-33	SMC	L3MBTL4
SLMAP	5.51757495355634e-37	0.920737681076067	0.533	0.437	8.30670909257907e-33	SMC	SLMAP
MAP21	2.56070272990394e-36	0.562841391914931	0.473	0.315	3.85513795987038e-32	SMC	MAP2
RPL101	3.78491459812686e-36	0.781153806437879	0.473	0.347	5.69818892747999e-32	SMC	RPL10
ITGA81	1.00482303824286e-35	0.472847750260242	0.346	0.198	1.51276108407462e-31	SMC	ITGA8
RPL411	1.46506163531459e-35	0.830752009291062	0.399	0.277	2.20565029196611e-31	SMC	RPL41
RPS191	8.63659783468182e-35	0.748874740907514	0.425	0.296	1.30023980401135e-30	SMC	RPS19
SDK11	1.3293133992692e-34	0.653864094188745	0.412	0.27	2.00128132259979e-30	SMC	SDK1
KALRN1	2.02957106977206e-34	0.623387514683807	0.627	0.499	3.05551924554183e-30	SMC	KALRN
LAMA51	2.2920634937448e-34	0.584427356502028	0.306	0.181	3.45070158983279e-30	SMC	LAMA5
YPEL2	2.91365075632578e-34	0.555474361006397	0.276	0.156	4.38650121364846e-30	SMC	YPEL2
BTBD91	3.23188220104304e-34	0.833005713404723	0.647	0.57	4.86559865367029e-30	SMC	BTBD9
RPL191	5.41419446246458e-34	0.739183441844598	0.312	0.193	8.15106976324043e-30	SMC	RPL19
CACNA2D32	6.04073006904732e-34	0.407903610294236	0.55	0.379	9.09431911895074e-30	SMC	CACNA2D3
ETV61	1.28121596882865e-33	0.74458186728047	0.575	0.455	1.92887064107153e-29	SMC	ETV6
PFN1	4.60135730427912e-33	0.615620542928271	0.276	0.159	6.92734342159221e-29	SMC	PFN1
RPL32	5.01932371953845e-33	0.71691650041353	0.309	0.188	7.55659185976514e-29	SMC	RPL32
CD811	8.99081447036475e-33	0.613141095594432	0.505	0.381	1.35356711851341e-28	SMC	CD81
FOSL21	2.43920334556703e-32	0.66347576865416	0.48	0.353	3.67222063675116e-28	SMC	FOSL2
INF21	3.2053011625018e-32	0.60078437136847	0.346	0.222	4.82558090014646e-28	SMC	INF2
CTBP21	3.83366383448429e-32	0.672269848151347	0.651	0.576	5.7715809028161e-28	SMC	CTBP2
TPM11	1.81659584436855e-31	0.608693216287261	0.67	0.588	2.73488504369686e-27	SMC	TPM1
OPCML	2.1222110346308e-31	0.878387705438202	0.274	0.163	3.19498871263667e-27	SMC	OPCML
ROCK21	2.98941364576958e-31	0.560713565579535	0.644	0.562	4.5005622437061e-27	SMC	ROCK2
BCL21	4.92479001943719e-31	0.537974180008417	0.416	0.273	7.41427137426268e-27	SMC	BCL2
EEF2	1.06081270591212e-30	0.741961953461154	0.349	0.235	1.5970535287507e-26	SMC	EEF2
RPL10A	3.45012339888961e-30	0.593801475169957	0.261	0.153	5.1941607770283e-26	SMC	RPL10A
UBE2E22	6.26949704803659e-30	0.68000689056246	0.607	0.509	9.43872780581908e-26	SMC	UBE2E2
ATP8B11	1.11790899093506e-29	0.676568733838026	0.32	0.204	1.68301198585273e-25	SMC	ATP8B1
HSPA1A1	1.57382074231335e-29	0.877739553110076	0.452	0.333	2.36938712755275e-25	SMC	HSPA1A
CCDC31	1.78758114165466e-29	0.417790686976695	0.343	0.209	2.69120340876109e-25	SMC	CCDC3
ISYNA11	2.53339248888181e-29	0.529780344204182	0.337	0.214	3.81402239201157e-25	SMC	ISYNA1
FILIP1L1	2.78201868835749e-29	0.624815403620606	0.283	0.17	4.1883291353222e-25	SMC	FILIP1L
CEBPB1	6.52605753776007e-29	0.528691525005572	0.323	0.206	9.82497962309779e-25	SMC	CEBPB
SELENOW2	1.26869309261326e-28	0.616596844877544	0.474	0.358	1.91001745092926e-24	SMC	SELENOW
RPS27A1	1.3058731592849e-28	0.654605748344926	0.335	0.221	1.96599204130342e-24	SMC	RPS27A
RPL131	1.55448260120477e-28	0.772326410088735	0.505	0.407	2.34027355611378e-24	SMC	RPL13
ITGB11	1.68103705778577e-28	0.590753036218641	0.507	0.395	2.53080129049648e-24	SMC	ITGB1
ZNF331	2.88349400254494e-28	1.43737299643497	0.254	0.155	4.34110022083141e-24	SMC	ZNF331
STK38L	2.98280843556858e-28	0.627951531829525	0.289	0.179	4.4906180997485e-24	SMC	STK38L
SLCO3A11	6.60780050837587e-28	0.74469448590943	0.524	0.414	9.94804366535987e-24	SMC	SLCO3A1
RPL141	1.9550064603988e-27	0.623674272268724	0.332	0.222	2.94326222613039e-23	SMC	RPL14
MT-ND4L	2.61323772795599e-27	0.617001555230239	0.299	0.19	3.93422939943775e-23	SMC	MT-ND4L
RAB31	3.91124256902853e-27	0.493229819277497	0.273	0.163	5.88837568767246e-23	SMC	RAB31
MAT2A	4.69346575148531e-27	0.58793778871098	0.298	0.19	7.06601268886114e-23	SMC	MAT2A
RPL23A	1.13054433672169e-26	0.56212987609776	0.252	0.151	1.70203449893451e-22	SMC	RPL23A
RPL35	1.1403326953353e-26	0.602720999792196	0.266	0.163	1.71677087282729e-22	SMC	RPL35
RPL31	1.45873069457918e-26	0.652614176618373	0.31	0.204	2.19611906068896e-22	SMC	RPL3
CST31	2.12467601390501e-26	0.703904543446613	0.399	0.293	3.19869973893399e-22	SMC	CST3
PTMS1	2.58568007380843e-26	0.541724993671603	0.338	0.225	3.89274135111859e-22	SMC	PTMS
CACNA2D12	4.03535845841187e-26	0.472553888102462	0.549	0.425	6.07523215913907e-22	SMC	CACNA2D1
CAMK2N11	6.1516655892736e-26	0.476039463751049	0.262	0.156	9.2613325446514e-22	SMC	CAMK2N1
RRAS1	8.23239305792799e-26	0.488216276863854	0.264	0.161	1.23938677487106e-21	SMC	RRAS
GPX31	1.30386271353484e-25	0.643050277193121	0.33	0.221	1.9629653152267e-21	SMC	GPX3
ADAMTS102	1.45935857876132e-25	0.607707546263389	0.388	0.276	2.19706434032517e-21	SMC	ADAMTS10
TMSB4X1	2.17095919962176e-25	0.744635185874305	0.49	0.388	3.26837907503056e-21	SMC	TMSB4X
RPL27A	4.11822948642109e-25	0.586319640353421	0.256	0.157	6.19999449180695e-21	SMC	RPL27A
GSN1	5.0873476276833e-25	0.475651790473782	0.548	0.452	7.65900185347721e-21	SMC	GSN
MAGI11	6.86081839598598e-25	0.488002391509909	0.667	0.583	1.03289620951569e-20	SMC	MAGI1
ANXA61	7.73313349582958e-25	0.525963555479053	0.312	0.205	1.16422324779714e-20	SMC	ANXA6
HSPG21	7.80586766674074e-25	0.661713445977054	0.312	0.213	1.17517337722782e-20	SMC	HSPG2
RPS4X	7.89676334051801e-25	0.673511302538208	0.27	0.172	1.18885772091499e-20	SMC	RPS4X
ANK2	1.21929063088608e-24	0.615724305227878	0.349	0.238	1.83564204479899e-20	SMC	ANK2
CDKN1A	1.49539388758161e-24	0.478815539914051	0.263	0.16	2.25131549775411e-20	SMC	CDKN1A
SH3BGRL	1.5424521118795e-24	0.612950619169834	0.404	0.298	2.32216165443459e-20	SMC	SH3BGRL
TUBA1A1	7.96239830632403e-24	0.537285669449205	0.305	0.198	1.19873906501708e-19	SMC	TUBA1A
RPL151	1.5296329098996e-23	0.669918696332568	0.376	0.278	2.30286234585385e-19	SMC	RPL15
MYO1C	1.71268738157458e-23	0.500280551774898	0.296	0.193	2.57845085296053e-19	SMC	MYO1C
RPS16	4.76556916509123e-23	0.61327400873852	0.266	0.171	7.17456437804484e-19	SMC	RPS16
CPE1	4.99107709163282e-23	0.261475111349266	0.56	0.419	7.51406656145321e-19	SMC	CPE
CD91	7.75609269450571e-23	0.406206176084708	0.346	0.234	1.16767975515783e-18	SMC	CD9
RPS31	9.62091455112736e-23	0.65465005800153	0.329	0.234	1.44842868567222e-18	SMC	RPS3
GAPDH1	1.9121127442901e-22	0.546473531774051	0.502	0.401	2.87868573652875e-18	SMC	GAPDH
MAPKAPK21	2.97704562496844e-22	0.507583487303512	0.29	0.19	4.48194218838999e-18	SMC	MAPKAPK2
MOB2	3.5551781716506e-22	0.479381387335803	0.264	0.168	5.35232073741997e-18	SMC	MOB2
DHFR	3.93540299226358e-22	0.659912336785834	0.364	0.269	5.92474920485282e-18	SMC	DHFR
HSP90AB11	4.57028822243874e-22	0.571596345474521	0.551	0.467	6.88056891888152e-18	SMC	HSP90AB1
RPL35A	5.1669000544771e-22	0.604890558642495	0.255	0.164	7.77876803201528e-18	SMC	RPL35A
PPIA1	6.23285720104325e-22	0.594869748005377	0.31	0.212	9.38356651617061e-18	SMC	PPIA
KSR11	6.26496022649686e-22	0.736903776651429	0.419	0.318	9.43189762099103e-18	SMC	KSR1
PPP1CB	6.99682757991548e-22	0.769199506570752	0.359	0.262	1.05337239215628e-17	SMC	PPP1CB
PHLDB21	9.84546055858279e-22	0.334264704160973	0.518	0.403	1.48223408709464e-17	SMC	PHLDB2
DYNLL11	1.02242069701174e-21	0.528882043830377	0.329	0.229	1.53925435935118e-17	SMC	DYNLL1
RPL36	1.22777580552136e-21	0.534515313999445	0.269	0.176	1.8484164752124e-17	SMC	RPL36
SOX13	1.31932934485507e-21	0.482551283894544	0.253	0.158	1.98625032867931e-17	SMC	SOX13
ITGB51	1.49428639956831e-21	0.395751831968362	0.325	0.218	2.2496481745501e-17	SMC	ITGB5
MACROD2	1.77518678104757e-21	0.960037372193727	0.263	0.173	2.67254369886712e-17	SMC	MACROD2
RHOQ1	2.93588671440932e-21	0.497090652436211	0.382	0.282	4.41997744854324e-17	SMC	RHOQ
DLG5	3.31624737893675e-21	0.482781228120528	0.277	0.182	4.99261042898927e-17	SMC	DLG5
SPARC1	3.71218505432328e-21	0.486052474811041	0.538	0.444	5.58869459928369e-17	SMC	SPARC
CNNM21	4.36663292159568e-21	0.742013623645543	0.343	0.249	6.5739658634623e-17	SMC	CNNM2
RPS11	6.66125810778841e-21	0.697139753334982	0.264	0.178	1.00285240812755e-16	SMC	RPS11
MT-ND51	8.23531436568019e-21	0.475831981360626	0.506	0.415	1.23982657775315e-16	SMC	MT-ND5
ROR1	9.48227832224367e-21	0.872271471837752	0.27	0.182	1.42755700141378e-16	SMC	ROR1
PTPRG1	1.20836641077453e-20	0.380541076111165	0.894	0.867	1.81919563142106e-16	SMC	PTPRG
ADGRL31	2.45700297168045e-20	0.353437321017085	0.502	0.368	3.69901797386492e-16	SMC	ADGRL3
RPS151	3.03273178560556e-20	0.599880767304058	0.346	0.255	4.56577770322917e-16	SMC	RPS15
PACSIN21	3.91702022730459e-20	0.483108666093963	0.459	0.362	5.89707395220706e-16	SMC	PACSIN2
CFL11	4.15165503565232e-20	0.562758092009922	0.325	0.23	6.25031665617456e-16	SMC	CFL1
ADGRA2	4.64302422731595e-20	0.508503026838853	0.302	0.211	6.99007297422416e-16	SMC	ADGRA2
CYB5R31	5.56886887044845e-20	0.519058529486237	0.386	0.294	8.38393208446015e-16	SMC	CYB5R3
GRID11	1.33572557082325e-19	0.444671973022291	0.256	0.163	2.0109348468744e-15	SMC	GRID1
RPL30	1.63896354240042e-19	0.593327327583723	0.258	0.173	2.46745961308383e-15	SMC	RPL30
CAP11	3.28399612938182e-19	0.450307723017987	0.285	0.193	4.94405617278434e-15	SMC	CAP1
SIK31	4.72726822102856e-19	0.533555483469514	0.763	0.76	7.1169023067585e-15	SMC	SIK3
RPL291	5.34115789998424e-19	0.670019687477458	0.306	0.22	8.04111321842627e-15	SMC	RPL29
RSU1	6.11626931226312e-19	0.56120297431802	0.415	0.321	9.20804344961212e-15	SMC	RSU1
TPT11	6.89961155982268e-19	0.706221380596125	0.462	0.393	1.0387365203313e-14	SMC	TPT1
PSAP	8.73609349587698e-19	0.540509151108264	0.434	0.351	1.31521887580428e-14	SMC	PSAP
ZFAND5	1.0386008184048e-18	0.579802260784702	0.333	0.245	1.56361353210842e-14	SMC	ZFAND5
H3F3B1	1.17407554008053e-18	0.635130106701056	0.538	0.457	1.76757072559124e-14	SMC	H3F3B
RPS91	1.58259433194448e-18	0.586268027356612	0.336	0.25	2.38259576674242e-14	SMC	RPS9
EIF11	1.76515232628553e-18	0.496183887556341	0.506	0.422	2.65743682722287e-14	SMC	EIF1
TXNRD1	1.77798154137397e-18	0.638802966760561	0.448	0.377	2.67675121053852e-14	SMC	TXNRD1
TXNIP1	2.68372396687624e-18	0.39697785742481	0.555	0.46	4.04034643213219e-14	SMC	TXNIP
UBB1	4.97736457242877e-18	0.523728508167631	0.32	0.232	7.49342236379151e-14	SMC	UBB
ZFP36L11	7.15642568404952e-18	0.559624668070269	0.49	0.419	1.07739988673365e-13	SMC	ZFP36L1
RPS81	8.64085623041418e-18	0.575503524885931	0.301	0.217	1.30088090548885e-13	SMC	RPS8
HSPA1B	1.03981723239372e-17	0.666987544692021	0.276	0.191	1.56544484336875e-13	SMC	HSPA1B
APBB21	1.1916077168311e-17	0.437348108971599	0.745	0.743	1.79396541768922e-13	SMC	APBB2
BMPR1A2	3.21525821839171e-17	0.554984573638908	0.43	0.341	4.84057124778872e-13	SMC	BMPR1A
RPS61	3.77955897240555e-17	0.537394202632684	0.321	0.236	5.69012603295656e-13	SMC	RPS6
BTG11	1.04416174388633e-16	0.394059832492623	0.409	0.314	1.57198550542087e-12	SMC	BTG1
FTL	1.09299583776115e-16	0.623544717993989	0.52	0.459	1.64550523374941e-12	SMC	FTL
SERF21	1.58734048905744e-16	0.63468019201196	0.395	0.318	2.38974110627598e-12	SMC	SERF2
RPL37A1	1.77660193921646e-16	0.509257133909658	0.312	0.229	2.67467421949038e-12	SMC	RPL37A
PEBP11	2.47238262781569e-16	0.474168298746805	0.366	0.283	3.72217204617653e-12	SMC	PEBP1
IMMP2L	3.18999961137933e-16	0.484434932879992	0.732	0.717	4.80254441493158e-12	SMC	IMMP2L
CTDSPL1	3.35766574796414e-16	0.33207661218237	0.42	0.314	5.05496578356002e-12	SMC	CTDSPL
EID1	4.11135451402879e-16	0.484029057930584	0.266	0.185	6.18964422087034e-12	SMC	EID1
DENND32	5.25209304218387e-16	0.385899090712167	0.416	0.317	7.90702607500782e-12	SMC	DENND3
DGKH1	5.86960856293969e-16	0.421753703899853	0.512	0.42	8.8366956915057e-12	SMC	DGKH
MBNL11	5.87690928795924e-16	0.436667690706346	0.745	0.728	8.84768693302264e-12	SMC	MBNL1
RPS24	5.94279088006396e-16	0.582404918800493	0.275	0.198	8.94687166993629e-12	SMC	RPS24
CHCHD2	7.44483051090399e-16	0.437252856857022	0.253	0.172	1.1208192334166e-11	SMC	CHCHD2
NTRK21	8.51910091953979e-16	0.41634838437915	0.3	0.212	1.28255064343671e-11	SMC	NTRK2
BAIAP2L11	1.11823297919993e-15	0.49608934545564	0.286	0.205	1.6834997501855e-11	SMC	BAIAP2L1
LAMB21	1.16299252126125e-15	0.467764065789882	0.309	0.228	1.75088524075881e-11	SMC	LAMB2
TUBB1	1.6118887618842e-15	0.40756972821899	0.273	0.191	2.42669853101667e-11	SMC	TUBB
SNAP25	1.89289312913685e-15	0.417115583307282	0.27	0.185	2.84975060591552e-11	SMC	SNAP25
HSP90AA11	3.05905759970113e-15	0.817074199870591	0.668	0.642	4.60541121635005e-11	SMC	HSP90AA1
FOXK21	3.62053503319716e-15	0.474752624968828	0.387	0.306	5.45071549247833e-11	SMC	FOXK2
SEPT71	5.02534242192395e-15	0.393134220310191	0.598	0.551	7.56565301620651e-11	SMC	SEPT7
LCLAT11	9.47176625525587e-15	0.422625260762832	0.273	0.194	1.42597440972877e-10	SMC	LCLAT1
HABP4	1.0747442344855e-14	0.481698266430032	0.26	0.186	1.61802744501791e-10	SMC	HABP4
SH3KBP11	1.17026200311518e-14	0.486286590941128	0.363	0.282	1.7618294456899e-10	SMC	SH3KBP1
NPTN1	1.57766758971941e-14	0.468383105736103	0.366	0.289	2.37517855632256e-10	SMC	NPTN
PMEPA11	1.69624842045142e-14	0.320415317757203	0.312	0.225	2.55370199698962e-10	SMC	PMEPA1
PRDX1	2.08022144290233e-14	0.386523908808299	0.263	0.184	3.13177338228946e-10	SMC	PRDX1
WSB11	2.60466855486294e-14	0.475027220476716	0.661	0.65	3.92132850934616e-10	SMC	WSB1
GAB21	3.08008870342121e-14	0.459295086534998	0.315	0.233	4.63707354300063e-10	SMC	GAB2
LSAMP1	3.89565001377185e-14	0.429721844809034	0.388	0.305	5.86490109573352e-10	SMC	LSAMP
LTBP31	5.86899104377409e-14	0.424423314084641	0.275	0.2	8.83576601640189e-10	SMC	LTBP3
SLC25A3	6.78696537057748e-14	0.405660698146029	0.267	0.193	1.02177763654044e-09	SMC	SLC25A3
COL5A21	8.01577379197671e-14	0.382968744498067	0.28	0.201	1.20677474438209e-09	SMC	COL5A2
PRKAR1A1	9.22181481848965e-14	0.47507340146338	0.429	0.363	1.38834422092362e-09	SMC	PRKAR1A
RABGAP1	1.03303587465743e-13	0.497045880475991	0.5	0.453	1.55523550929676e-09	SMC	RABGAP1
RPS231	1.75836444417693e-13	0.47589745316835	0.307	0.23	2.64721767070836e-09	SMC	RPS23
SRP141	1.87677548121811e-13	0.492743218050564	0.297	0.221	2.82548548697386e-09	SMC	SRP14
NFATC42	2.81737510835843e-13	0.320263002776924	0.276	0.197	4.24155822563361e-09	SMC	NFATC4
PLEC1	3.44370100740267e-13	0.437665095157376	0.289	0.216	5.18449186664472e-09	SMC	PLEC
NCALD1	3.84952642770007e-13	0.459902395049207	0.266	0.188	5.79546203690245e-09	SMC	NCALD
RPL111	6.11238387696309e-13	0.522572720071252	0.305	0.236	9.20219392676793e-09	SMC	RPL11
RNF1801	6.13134781611896e-13	0.412337455278053	0.339	0.26	9.23074413716710e-09	SMC	RNF180
SORBS31	8.7885757627454e-13	0.383074703595802	0.363	0.286	1.32312008108132e-08	SMC	SORBS3
RPL13A1	9.93393748432145e-13	0.532330537961129	0.306	0.24	1.49555428826459e-08	SMC	RPL13A
HSPA51	1.36744766299868e-12	0.519897729387908	0.316	0.242	2.05869245664452e-08	SMC	HSPA5
MAML22	2.49238259383795e-12	0.318011795878442	0.68	0.619	3.75228199502303e-08	SMC	MAML2
PTK21	2.64304399368858e-12	0.33887592940179	0.717	0.733	3.97910273249816e-08	SMC	PTK2
LRIG11	3.59165778004169e-12	0.43056157716449	0.343	0.27	5.40724078785276e-08	SMC	LRIG1
SERPING11	3.67989783189102e-12	0.351891116307866	0.312	0.238	5.54008618591194e-08	SMC	SERPING1
FCHSD21	4.14456120856055e-12	0.454603911190777	0.652	0.631	6.23963689948791e-08	SMC	FCHSD2
TUBA1B1	4.4826809703556e-12	0.425323815194329	0.409	0.337	6.74867620087036e-08	SMC	TUBA1B
TIMP21	5.13093213087001e-12	0.44822942142987	0.323	0.254	7.72461832302481e-08	SMC	TIMP2
CREB3L21	5.99057247336184e-12	0.46312862277482	0.401	0.334	9.01880685864626e-08	SMC	CREB3L2
CSDE1	1.0081911106884e-11	0.459150337476619	0.366	0.303	1.51783171714138e-07	SMC	CSDE1
CBLB1	1.22137243002005e-11	0.537854627612374	0.531	0.491	1.83877619339518e-07	SMC	CBLB
ATL2	1.33287692446647e-11	0.414134102116543	0.373	0.309	2.00664620978427e-07	SMC	ATL2
MSN1	1.39077477047243e-11	0.441511111615306	0.419	0.352	2.09381141694624e-07	SMC	MSN
KLHL231	1.40423508046884e-11	0.317165577336618	0.286	0.211	2.11407591364584e-07	SMC	KLHL23
